order_id,product_name,quantity,price_eur,channel,order_date,status,manager,city,country,delivery_service,delivery_date
SC1-00185,Beeswax Modelling Kit,1,16.0,Website,2024-03-29 18:00:00,Completed,Manager_B,Linz,Austria,Österreichische Post,2024-04-03
SC1-00186,Wooden Block Set 40pcs,1,29.5,Website,2024-03-29 20:00:00,New,Manager_B,Klagenfurt,Austria,DPD Austria,
SC1-00187,Magnetic Drawing Board,1,25.5,Instagram,2024-04-05 12:00:00,Completed,Manager_A,Salzburg,Austria,Österreichische Post,2024-04-07
SC1-00188,Balance Bike 12-inch,1,93.0,Website,2024-04-07 04:00:00,New,Manager_A,Vienna,Austria,Österreichische Post,
SC1-00189,Wooden Train Track Set,1,70.0,Instagram,2024-04-10 04:00:00,Completed,Manager_A,Dornbirn,Austria,Österreichische Post,2024-04-15
SC1-00190,Felt Animal Sewing Kit,1,21.5,Website,2024-04-11 15:00:00,Completed,Manager_B,Dornbirn,Austria,DPD Austria,2024-04-16
SC1-00191,Felt Animal Sewing Kit,1,23.5,Website,2024-04-13 02:00:00,New,Manager_B,Klagenfurt,Austria,Österreichische Post,
SC1-00192,Beeswax Modelling Kit,3,46.5,Website,2024-04-14 18:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-04-20
SC1-00193,Magnetic Drawing Board,1,20.5,Website,2024-04-16 00:00:00,Completed,Manager_A,Salzburg,Austria,DPD Austria,2024-04-22
SC1-00194,Silicone Building Blocks,2,50.0,Website,2024-04-17 09:00:00,New,Manager_B,Dornbirn,Austria,DPD Austria,
SC1-00195,Beeswax Modelling Kit,1,14.5,Instagram,2024-04-20 11:00:00,Completed,Manager_B,Innsbruck,Austria,DPD Austria,2024-04-23
SC1-00196,Balance Bike 12-inch,2,180.0,Website,2024-04-23 12:00:00,Completed,Manager_B,Innsbruck,Austria,Österreichische Post,2024-04-29
SC1-00197,Waldorf Rainbow Stacker,1,40.0,Website,2024-04-25 07:00:00,Completed,Manager_B,Dornbirn,Austria,DPD Austria,2024-04-29
SC1-00198,Silicone Building Blocks,1,32.5,Website,2024-04-28 01:00:00,Completed,Manager_B,Linz,Austria,DPD Austria,2024-05-04
SC1-00199,Montessori Puzzle 6-shape,1,18.5,Instagram,2024-04-28 07:00:00,New,Manager_B,Dornbirn,Austria,DPD Austria,
SC1-00200,Wooden Kitchen Playset,1,77.5,Website,2024-04-30 10:00:00,New,Manager_B,Linz,Austria,DPD Austria,
SC1-00201,Waldorf Rainbow Stacker,1,44.0,Website,2024-05-01 07:00:00,Completed,Manager_A,Wels,Austria,Österreichische Post,2024-05-06
SC1-00202,Wooden Block Set 40pcs,1,24.5,Website,2024-05-04 21:00:00,Awaiting Review,Manager_B,Sankt Pölten,Austria,Österreichische Post,
SC1-00203,Montessori Puzzle 6-shape,1,26.0,Website,2024-05-05 03:00:00,Completed,Manager_B,Linz,Austria,DPD Austria,2024-05-11
SC1-00204,Balance Bike 12-inch,1,116.5,Website,2024-05-06 02:00:00,Completed,Manager_A,Dornbirn,Austria,DPD Austria,2024-05-08
SC1-00205,Finger Paint Set,3,51.0,Website,2024-05-06 20:00:00,Completed,Manager_A,Graz,Austria,Österreichische Post,2024-05-07
SC1-00206,Silicone Building Blocks,1,24.5,Instagram,2024-05-09 23:00:00,New,Manager_B,Linz,Austria,Österreichische Post,
SC1-00207,Beeswax Modelling Kit,1,17.0,Website,2024-05-15 18:00:00,Completed,Manager_A,Innsbruck,Austria,Österreichische Post,2024-05-21
SC1-00208,Montessori Puzzle 6-shape,1,26.0,Instagram,2024-05-18 03:00:00,New,Manager_B,Feldkirch,Austria,DPD Austria,
SC1-00209,Finger Paint Set,1,15.0,Website,2024-05-24 14:00:00,Completed,Manager_B,Feldkirch,Austria,Österreichische Post,2024-05-27
SC1-00210,Sensory Ball Set,3,63.0,Instagram,2024-05-25 02:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-05-27
SC1-00211,Wooden Kitchen Playset,3,261.0,Website,2024-05-26 20:00:00,Completed,Manager_B,Innsbruck,Austria,Österreichische Post,2024-05-30
SC1-00212,Silicone Building Blocks,1,29.0,Website,2024-05-29 03:00:00,Completed,Manager_B,Linz,Austria,Österreichische Post,2024-06-03
SC1-00213,Sensory Ball Set,1,14.5,Website,2024-05-29 12:00:00,Completed,Manager_B,Vienna,Austria,DPD Austria,2024-06-02
SC1-00214,Wooden Train Track Set,1,63.5,Website,2024-05-30 18:00:00,Completed,Manager_B,Salzburg,Austria,Österreichische Post,2024-05-31
SC1-00215,Sensory Ball Set,1,21.5,Website,2024-06-03 19:00:00,New,Manager_B,Graz,Austria,Österreichische Post,
SC1-00216,Magnetic Drawing Board,3,69.0,Website,2024-06-03 23:00:00,Completed,Manager_A,Klagenfurt,Austria,Österreichische Post,2024-06-07
SC1-00217,Wooden Block Set 40pcs,1,29.0,Website,2024-06-04 12:00:00,Completed,Manager_B,Salzburg,Austria,Österreichische Post,2024-06-06
SC1-00218,Magnetic Drawing Board,1,23.5,Instagram,2024-06-05 14:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-06-09
SC1-00219,Balance Bike 12-inch,1,107.5,Website,2024-06-16 12:00:00,Completed,Manager_A,Dornbirn,Austria,DPD Austria,2024-06-18
SC1-00220,Balance Bike 12-inch,3,315.0,Instagram,2024-06-20 01:00:00,Completed,Manager_A,Sankt Pölten,Austria,Österreichische Post,2024-06-21
SC1-00221,Wooden Block Set 40pcs,1,24.0,Website,2024-06-23 14:00:00,Completed,Manager_A,Linz,Austria,Österreichische Post,2024-06-27
SC1-00222,Magnetic Drawing Board,1,21.5,Website,2024-06-25 16:00:00,Completed,Manager_A,Salzburg,Austria,DPD Austria,2024-06-29
SC1-00223,Wooden Block Set 40pcs,1,32.5,Website,2024-06-26 04:00:00,Completed,Manager_A,Innsbruck,Austria,DPD Austria,2024-06-27
SC1-00224,Silicone Building Blocks,1,25.5,Website,2024-06-27 07:00:00,Completed,Manager_B,Graz,Austria,Österreichische Post,2024-06-30
SC1-00225,Felt Animal Sewing Kit,1,19.0,Website,2024-06-29 16:00:00,Completed,Manager_B,Innsbruck,Austria,DPD Austria,2024-07-05
SC1-00226,Wooden Train Track Set,1,57.0,Instagram,2024-07-05 03:00:00,Completed,Manager_B,Feldkirch,Austria,Österreichische Post,2024-07-09
SC1-00227,Waldorf Rainbow Stacker,1,46.0,Website,2024-07-10 03:00:00,Completed,Manager_B,Feldkirch,Austria,Österreichische Post,2024-07-14
SC1-00228,Wooden Kitchen Playset,1,83.5,Website,2024-07-11 03:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-07-12
SC1-00229,Wooden Block Set 40pcs,1,32.0,Website,2024-07-11 07:00:00,Completed,Manager_A,Feldkirch,Austria,DPD Austria,2024-07-12
SC1-00230,Sensory Ball Set,1,21.5,Website,2024-07-12 04:00:00,Awaiting Review,Manager_A,Linz,Austria,DPD Austria,
SC1-00231,Wooden Train Track Set,1,58.5,Website,2024-07-14 02:00:00,Awaiting Review,Manager_B,Wels,Austria,Österreichische Post,
SC1-00232,Wooden Block Set 40pcs,1,30.5,Website,2024-07-16 15:00:00,Completed,Manager_A,Salzburg,Austria,Österreichische Post,2024-07-21
SC1-00233,Waldorf Rainbow Stacker,1,38.5,Website,2024-07-18 10:00:00,Completed,Manager_B,Sankt Pölten,Austria,DPD Austria,2024-07-20
SC1-00234,Wooden Train Track Set,1,48.0,Instagram,2024-07-20 19:00:00,New,Manager_B,Feldkirch,Austria,DPD Austria,
SC1-00235,Wooden Kitchen Playset,1,83.5,Website,2024-07-24 17:00:00,Completed,Manager_B,Dornbirn,Austria,Österreichische Post,2024-07-28
SC1-00236,Silicone Building Blocks,1,23.0,Website,2024-07-28 03:00:00,Completed,Manager_A,Graz,Austria,Österreichische Post,2024-08-03
SC1-00237,Finger Paint Set,1,15.0,Instagram,2024-07-28 18:00:00,Completed,Manager_A,Sankt Pölten,Austria,DPD Austria,2024-08-01
SC1-00238,Balance Bike 12-inch,1,104.0,Website,2024-07-29 18:00:00,New,Manager_B,Wels,Austria,DPD Austria,
SC1-00239,Waldorf Rainbow Stacker,3,105.0,Website,2024-07-31 07:00:00,Completed,Manager_A,Klagenfurt,Austria,DPD Austria,2024-08-02
SC1-00240,Wooden Train Track Set,1,73.0,Instagram,2024-07-31 22:00:00,Completed,Manager_A,Linz,Austria,DPD Austria,2024-08-03
SC1-00241,Wooden Block Set 40pcs,2,56.0,Website,2024-08-08 23:00:00,Completed,Manager_A,Feldkirch,Austria,DPD Austria,2024-08-13
SC1-00242,Montessori Puzzle 6-shape,1,21.5,Website,2024-08-09 15:00:00,Completed,Manager_B,Dornbirn,Austria,DPD Austria,2024-08-14
SC1-00243,Waldorf Rainbow Stacker,1,36.5,Website,2024-08-11 12:00:00,New,Manager_A,Innsbruck,Austria,Österreichische Post,
SC1-00244,Waldorf Rainbow Stacker,1,43.5,Website,2024-08-13 20:00:00,Completed,Manager_B,Vienna,Austria,DPD Austria,2024-08-16
SC1-00245,Finger Paint Set,1,10.0,Website,2024-08-14 10:00:00,Completed,Manager_B,Graz,Austria,Österreichische Post,2024-08-18
SC1-00246,Montessori Puzzle 6-shape,1,23.5,Instagram,2024-08-14 21:00:00,Completed,Manager_A,Linz,Austria,DPD Austria,2024-08-17
SC1-00247,Wooden Kitchen Playset,2,145.0,Website,2024-08-16 03:00:00,Completed,Manager_A,Sankt Pölten,Austria,DPD Austria,2024-08-22
SC1-00248,Finger Paint Set,2,29.0,Website,2024-08-21 04:00:00,Completed,Manager_A,Sankt Pölten,Austria,DPD Austria,2024-08-22
SC1-00249,Wooden Kitchen Playset,1,66.0,Instagram,2024-08-29 19:00:00,Completed,Manager_B,Vienna,Austria,Österreichische Post,2024-09-04
SC1-00250,Balance Bike 12-inch,2,182.0,Website,2024-09-03 01:00:00,Completed,Manager_A,Innsbruck,Austria,Österreichische Post,2024-09-09
SC1-00251,Waldorf Rainbow Stacker,1,45.0,Website,2024-09-04 11:00:00,Completed,Manager_A,Salzburg,Austria,DPD Austria,2024-09-09
SC1-00252,Beeswax Modelling Kit,2,30.0,Website,2024-09-11 04:00:00,Completed,Manager_A,Innsbruck,Austria,Österreichische Post,2024-09-15
SC1-00253,Beeswax Modelling Kit,1,14.0,Instagram,2024-09-12 00:00:00,Completed,Manager_A,Innsbruck,Austria,Österreichische Post,2024-09-16
SC1-00254,Sensory Ball Set,1,21.5,Website,2024-09-17 15:00:00,Completed,Manager_B,Salzburg,Austria,Österreichische Post,2024-09-19
SC1-00255,Balance Bike 12-inch,3,306.0,Website,2024-09-19 14:00:00,Completed,Manager_B,Dornbirn,Austria,Österreichische Post,2024-09-21
SC1-00256,Magnetic Drawing Board,1,22.0,Website,2024-09-20 13:00:00,Completed,Manager_A,Feldkirch,Austria,DPD Austria,2024-09-22
SC1-00257,Silicone Building Blocks,1,26.0,Website,2024-09-21 01:00:00,New,Manager_B,Linz,Austria,DPD Austria,
SC1-00258,Silicone Building Blocks,1,24.5,Website,2024-09-23 09:00:00,Completed,Manager_A,Wels,Austria,Österreichische Post,2024-09-28
SC1-00259,Sensory Ball Set,1,16.0,Instagram,2024-09-24 16:00:00,Completed,Manager_A,Graz,Austria,DPD Austria,2024-09-28
SC1-00260,Wooden Train Track Set,1,67.0,Instagram,2024-09-26 07:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-09-29
SC1-00261,Beeswax Modelling Kit,1,13.0,Website,2024-09-26 16:00:00,New,Manager_A,Sankt Pölten,Austria,Österreichische Post,
SC1-00262,Magnetic Drawing Board,1,19.5,Instagram,2024-10-02 00:00:00,Completed,Manager_A,Klagenfurt,Austria,Österreichische Post,2024-10-04
SC1-00263,Felt Animal Sewing Kit,1,19.5,Instagram,2024-10-02 22:00:00,Completed,Manager_B,Vienna,Austria,Österreichische Post,2024-10-07
SC1-00264,Balance Bike 12-inch,1,125.0,Website,2024-10-05 22:00:00,Awaiting Review,Manager_A,Linz,Austria,Österreichische Post,
SC1-00265,Montessori Puzzle 6-shape,3,73.5,Instagram,2024-10-06 09:00:00,Completed,Manager_A,Klagenfurt,Austria,Österreichische Post,2024-10-12
SC1-00266,Wooden Train Track Set,1,62.5,Instagram,2024-10-06 19:00:00,Completed,Manager_A,Innsbruck,Austria,Österreichische Post,2024-10-07
SC1-00267,Balance Bike 12-inch,1,105.5,Website,2024-10-08 07:00:00,Completed,Manager_A,Innsbruck,Austria,DPD Austria,2024-10-09
SC1-00268,Balance Bike 12-inch,1,105.0,Website,2024-10-10 16:00:00,Completed,Manager_A,Wels,Austria,DPD Austria,2024-10-16
SC1-00269,Wooden Kitchen Playset,3,171.0,Website,2024-10-12 17:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-10-17
SC1-00270,Wooden Kitchen Playset,1,66.5,Instagram,2024-10-14 19:00:00,Completed,Manager_B,Innsbruck,Austria,DPD Austria,2024-10-20
SC1-00271,Beeswax Modelling Kit,1,15.0,Website,2024-10-15 21:00:00,Completed,Manager_A,Klagenfurt,Austria,DPD Austria,2024-10-20
SC1-00272,Wooden Train Track Set,1,53.5,Website,2024-10-16 11:00:00,Completed,Manager_A,Innsbruck,Austria,DPD Austria,2024-10-19
SC1-00273,Montessori Puzzle 6-shape,1,21.5,Website,2024-10-17 12:00:00,Cancelled,Manager_A,Dornbirn,Austria,DPD Austria,
SC1-00274,Beeswax Modelling Kit,1,13.5,Website,2024-10-18 05:00:00,Completed,Manager_B,Klagenfurt,Austria,DPD Austria,2024-10-21
SC1-00275,Wooden Block Set 40pcs,2,66.0,Website,2024-10-19 02:00:00,Completed,Manager_B,Dornbirn,Austria,DPD Austria,2024-10-25
SC1-00276,Silicone Building Blocks,2,52.0,Website,2024-10-20 10:00:00,Completed,Manager_B,Wels,Austria,DPD Austria,2024-10-21
SC1-00277,Wooden Train Track Set,1,70.5,Website,2024-10-20 20:00:00,Completed,Manager_B,Dornbirn,Austria,DPD Austria,2024-10-21
SC1-00278,Wooden Kitchen Playset,1,87.0,Instagram,2024-10-23 23:00:00,Completed,Manager_A,Innsbruck,Austria,DPD Austria,2024-10-27
SC1-00279,Wooden Train Track Set,1,73.0,Instagram,2024-10-25 16:00:00,Completed,Manager_B,Innsbruck,Austria,DPD Austria,2024-10-29
SC1-00280,Beeswax Modelling Kit,1,18.5,Instagram,2024-10-26 21:00:00,Completed,Manager_B,Dornbirn,Austria,Österreichische Post,2024-10-28
SC1-00281,Magnetic Drawing Board,1,25.5,Website,2024-10-28 03:00:00,Completed,Manager_A,Innsbruck,Austria,DPD Austria,2024-10-30
SC1-00282,Sensory Ball Set,1,19.5,Website,2024-10-29 07:00:00,Completed,Manager_A,Wels,Austria,DPD Austria,2024-11-02
SC1-00283,Felt Animal Sewing Kit,2,31.0,Website,2024-10-31 12:00:00,Completed,Manager_A,Vienna,Austria,Österreichische Post,2024-11-01
SC1-00284,Wooden Train Track Set,1,61.0,Instagram,2024-11-01 07:00:00,Completed,Manager_A,Graz,Austria,DPD Austria,2024-11-03
SC1-00285,Silicone Building Blocks,1,26.5,Website,2024-11-02 05:00:00,Completed,Manager_B,Graz,Austria,Österreichische Post,2024-11-07
SC1-00286,Magnetic Drawing Board,1,21.5,Website,2024-11-03 01:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-11-04
SC1-00287,Sensory Ball Set,3,63.0,Website,2024-11-04 03:00:00,Completed,Manager_A,Wels,Austria,DPD Austria,2024-11-08
SC1-00288,Wooden Kitchen Playset,1,63.0,Instagram,2024-11-04 15:00:00,Completed,Manager_B,Sankt Pölten,Austria,Österreichische Post,2024-11-07
SC1-00289,Wooden Block Set 40pcs,1,35.0,Website,2024-11-05 16:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-11-07
SC1-00290,Beeswax Modelling Kit,1,16.5,Website,2024-11-05 22:00:00,Completed,Manager_A,Linz,Austria,DPD Austria,2024-11-07
SC1-00291,Wooden Train Track Set,1,58.5,Instagram,2024-11-06 18:00:00,Completed,Manager_A,Salzburg,Austria,Österreichische Post,2024-11-12
SC1-00292,Balance Bike 12-inch,1,109.0,Website,2024-11-06 20:00:00,Completed,Manager_A,Dornbirn,Austria,DPD Austria,2024-11-12
SC1-00293,Finger Paint Set,2,26.0,Website,2024-11-07 00:00:00,Completed,Manager_B,Dornbirn,Austria,DPD Austria,2024-11-11
SC1-00294,Sensory Ball Set,1,16.0,Instagram,2024-11-07 23:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-11-13
SC1-00295,Wooden Kitchen Playset,1,78.0,Instagram,2024-11-08 04:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-11-09
SC1-00296,Wooden Kitchen Playset,1,66.5,Website,2024-11-08 19:00:00,New,Manager_B,Feldkirch,Austria,DPD Austria,
SC1-00297,Felt Animal Sewing Kit,1,21.0,Instagram,2024-11-09 01:00:00,Completed,Manager_A,Sankt Pölten,Austria,DPD Austria,2024-11-13
SC1-00298,Montessori Puzzle 6-shape,1,20.0,Website,2024-11-09 05:00:00,Awaiting Review,Manager_A,Wels,Austria,DPD Austria,
SC1-00299,Felt Animal Sewing Kit,1,21.5,Website,2024-11-09 15:00:00,Completed,Manager_B,Sankt Pölten,Austria,DPD Austria,2024-11-15
SC1-00300,Wooden Kitchen Playset,1,86.0,Website,2024-11-10 02:00:00,Completed,Manager_B,Vienna,Austria,Österreichische Post,2024-11-15
SC1-00301,Balance Bike 12-inch,1,90.5,Website,2024-11-10 15:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-11-16
SC1-00302,Balance Bike 12-inch,2,262.0,Website,2024-11-10 16:00:00,New,Manager_A,Sankt Pölten,Austria,Österreichische Post,
SC1-00303,Wooden Kitchen Playset,1,67.0,Website,2024-11-10 22:00:00,Completed,Manager_A,Feldkirch,Austria,DPD Austria,2024-11-15
SC1-00304,Wooden Train Track Set,1,51.0,Instagram,2024-11-11 07:00:00,New,Manager_B,Innsbruck,Austria,Österreichische Post,
SC1-00305,Waldorf Rainbow Stacker,3,100.5,Website,2024-11-11 13:00:00,New,Manager_A,Feldkirch,Austria,DPD Austria,
SC1-00306,Wooden Kitchen Playset,1,69.0,Website,2024-11-12 23:00:00,Completed,Manager_A,Dornbirn,Austria,DPD Austria,2024-11-14
SC1-00307,Sensory Ball Set,2,37.0,Website,2024-11-13 22:00:00,Completed,Manager_A,Vienna,Austria,Österreichische Post,2024-11-14
SC1-00308,Sensory Ball Set,1,19.0,Website,2024-11-15 11:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-11-17
SC1-00309,Montessori Puzzle 6-shape,1,22.0,Website,2024-11-16 18:00:00,Completed,Manager_A,Wels,Austria,Österreichische Post,2024-11-19
SC1-00310,Wooden Train Track Set,1,57.5,Instagram,2024-11-16 21:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-11-18
SC1-00311,Beeswax Modelling Kit,1,16.0,Website,2024-11-18 00:00:00,Completed,Manager_A,Salzburg,Austria,DPD Austria,2024-11-22
SC1-00312,Wooden Kitchen Playset,1,74.5,Instagram,2024-11-18 03:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-11-20
SC1-00313,Wooden Kitchen Playset,1,56.0,Website,2024-11-18 10:00:00,Completed,Manager_B,Linz,Austria,Österreichische Post,2024-11-21
SC1-00314,Magnetic Drawing Board,1,18.0,Website,2024-11-19 15:00:00,Completed,Manager_A,Feldkirch,Austria,DPD Austria,2024-11-21
SC1-00315,Finger Paint Set,1,13.0,Instagram,2024-11-20 01:00:00,Completed,Manager_B,Salzburg,Austria,Österreichische Post,2024-11-25
SC1-00316,Montessori Puzzle 6-shape,1,25.5,Website,2024-11-21 16:00:00,Completed,Manager_B,Innsbruck,Austria,Österreichische Post,2024-11-26
SC1-00317,Wooden Block Set 40pcs,3,96.0,Website,2024-11-21 19:00:00,Completed,Manager_B,Klagenfurt,Austria,Österreichische Post,2024-11-25
SC1-00318,Sensory Ball Set,1,22.0,Instagram,2024-11-22 09:00:00,Completed,Manager_A,Graz,Austria,DPD Austria,2024-11-27
SC1-00319,Silicone Building Blocks,1,28.0,Instagram,2024-11-23 01:00:00,Completed,Manager_A,Innsbruck,Austria,Österreichische Post,2024-11-25
SC1-00320,Felt Animal Sewing Kit,2,48.0,Website,2024-11-23 13:00:00,Completed,Manager_B,Sankt Pölten,Austria,DPD Austria,2024-11-26
SC1-00321,Felt Animal Sewing Kit,1,16.5,Website,2024-11-23 18:00:00,Completed,Manager_A,Dornbirn,Austria,DPD Austria,2024-11-29
SC1-00322,Felt Animal Sewing Kit,3,58.5,Website,2024-11-23 19:00:00,Completed,Manager_A,Linz,Austria,DPD Austria,2024-11-28
SC1-00323,Wooden Train Track Set,1,63.5,Website,2024-11-23 21:00:00,Completed,Manager_A,Graz,Austria,DPD Austria,2024-11-25
SC1-00324,Sensory Ball Set,1,22.0,Website,2024-11-24 04:00:00,Completed,Manager_A,Linz,Austria,DPD Austria,2024-11-29
SC1-00325,Wooden Block Set 40pcs,1,35.0,Website,2024-11-25 04:00:00,Completed,Manager_A,Wels,Austria,Österreichische Post,2024-11-30
SC1-00326,Wooden Kitchen Playset,2,173.0,Website,2024-11-25 23:00:00,Completed,Manager_A,Innsbruck,Austria,DPD Austria,2024-11-26
SC1-00327,Balance Bike 12-inch,1,123.0,Website,2024-11-26 10:00:00,Cancelled,Manager_B,Salzburg,Austria,Österreichische Post,
SC1-00328,Felt Animal Sewing Kit,1,16.5,Instagram,2024-11-26 13:00:00,Completed,Manager_A,Sankt Pölten,Austria,Österreichische Post,2024-11-28
SC1-00329,Magnetic Drawing Board,1,28.0,Website,2024-11-26 19:00:00,New,Manager_B,Klagenfurt,Austria,DPD Austria,
SC1-00330,Finger Paint Set,1,17.0,Website,2024-11-27 01:00:00,Completed,Manager_B,Wels,Austria,Österreichische Post,2024-11-29
SC1-00331,Montessori Puzzle 6-shape,1,20.5,Website,2024-11-27 20:00:00,Completed,Manager_A,Graz,Austria,Österreichische Post,2024-12-01
SC1-00332,Waldorf Rainbow Stacker,3,109.5,Website,2024-11-28 15:00:00,New,Manager_B,Graz,Austria,Österreichische Post,
SC1-00333,Wooden Block Set 40pcs,1,35.5,Website,2024-11-28 21:00:00,Completed,Manager_A,Salzburg,Austria,Österreichische Post,2024-12-03
SC1-00334,Silicone Building Blocks,1,23.0,Website,2024-11-29 06:00:00,Completed,Manager_A,Graz,Austria,Österreichische Post,2024-12-04
SC1-00335,Finger Paint Set,3,48.0,Website,2024-11-29 14:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-11-30
SC1-00336,Finger Paint Set,2,36.0,Instagram,2024-11-29 20:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-02
SC1-00337,Beeswax Modelling Kit,1,16.5,Instagram,2024-11-30 11:00:00,New,Manager_B,Innsbruck,Austria,Österreichische Post,
SC1-00338,Beeswax Modelling Kit,1,13.5,Website,2024-12-01 17:00:00,Completed,Manager_A,Graz,Austria,DPD Austria,2024-12-04
SC1-00339,Sensory Ball Set,1,14.5,Website,2024-12-02 04:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-05
SC1-00340,Wooden Kitchen Playset,1,85.5,Instagram,2024-12-02 16:00:00,Completed,Manager_A,Klagenfurt,Austria,Österreichische Post,2024-12-07
SC1-00341,Beeswax Modelling Kit,1,18.5,Website,2024-12-02 22:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-04
SC1-00342,Wooden Train Track Set,1,72.5,Website,2024-12-03 01:00:00,Completed,Manager_B,Vienna,Austria,DPD Austria,2024-12-05
SC1-00343,Wooden Block Set 40pcs,1,26.5,Instagram,2024-12-03 02:00:00,Completed,Manager_B,Salzburg,Austria,DPD Austria,2024-12-09
SC1-00344,Montessori Puzzle 6-shape,1,16.5,Instagram,2024-12-05 03:00:00,Completed,Manager_B,Vienna,Austria,DPD Austria,2024-12-11
SC1-00345,Montessori Puzzle 6-shape,1,25.0,Website,2024-12-05 07:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-12-10
SC1-00346,Balance Bike 12-inch,1,96.0,Instagram,2024-12-05 14:00:00,Completed,Manager_B,Innsbruck,Austria,DPD Austria,2024-12-11
SC1-00347,Wooden Kitchen Playset,1,65.0,Website,2024-12-05 17:00:00,Completed,Manager_A,Dornbirn,Austria,Österreichische Post,2024-12-06
SC1-00348,Beeswax Modelling Kit,1,18.0,Website,2024-12-06 08:00:00,New,Manager_B,Klagenfurt,Austria,DPD Austria,
SC1-00349,Balance Bike 12-inch,1,109.5,Instagram,2024-12-06 14:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-12-08
SC1-00350,Wooden Train Track Set,1,57.0,Instagram,2024-12-06 17:00:00,Completed,Manager_A,Vienna,Austria,Österreichische Post,2024-12-11
SC1-00351,Felt Animal Sewing Kit,2,33.0,Instagram,2024-12-07 01:00:00,Completed,Manager_B,Vienna,Austria,Österreichische Post,2024-12-10
SC1-00352,Silicone Building Blocks,1,22.5,Website,2024-12-08 03:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-09
SC1-00353,Wooden Kitchen Playset,2,119.0,Website,2024-12-08 04:00:00,Completed,Manager_B,Wels,Austria,DPD Austria,2024-12-14
SC1-00354,Wooden Block Set 40pcs,1,26.0,Website,2024-12-09 01:00:00,Completed,Manager_A,Feldkirch,Austria,DPD Austria,2024-12-14
SC1-00355,Magnetic Drawing Board,1,28.5,Website,2024-12-09 10:00:00,Completed,Manager_B,Graz,Austria,DPD Austria,2024-12-11
SC1-00356,Magnetic Drawing Board,1,28.0,Website,2024-12-09 21:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-10
SC1-00357,Waldorf Rainbow Stacker,1,47.5,Website,2024-12-10 09:00:00,Completed,Manager_A,Wels,Austria,Österreichische Post,2024-12-13
SC1-00358,Magnetic Drawing Board,1,29.0,Website,2024-12-10 12:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-12
SC1-00359,Silicone Building Blocks,1,25.5,Website,2024-12-11 18:00:00,Completed,Manager_B,Feldkirch,Austria,DPD Austria,2024-12-12
SC1-00360,Beeswax Modelling Kit,1,18.5,Instagram,2024-12-12 12:00:00,Completed,Manager_A,Dornbirn,Austria,DPD Austria,2024-12-15
SC1-00361,Beeswax Modelling Kit,1,13.5,Website,2024-12-12 21:00:00,Cancelled,Manager_A,Salzburg,Austria,Österreichische Post,
SC1-00362,Wooden Train Track Set,1,67.0,Instagram,2024-12-13 01:00:00,Completed,Manager_B,Wels,Austria,DPD Austria,2024-12-16
SC1-00363,Montessori Puzzle 6-shape,1,21.5,Website,2024-12-14 02:00:00,Awaiting Review,Manager_A,Graz,Austria,DPD Austria,
SC1-00364,Beeswax Modelling Kit,3,48.0,Website,2024-12-14 17:00:00,Completed,Manager_B,Salzburg,Austria,Österreichische Post,2024-12-16
SC1-00365,Wooden Train Track Set,1,61.5,Website,2024-12-15 13:00:00,Completed,Manager_A,Vienna,Austria,DPD Austria,2024-12-21
SC1-00366,Beeswax Modelling Kit,3,48.0,Website,2024-12-15 16:00:00,Awaiting Review,Manager_B,Wels,Austria,DPD Austria,
SC1-00367,Finger Paint Set,1,12.5,Instagram,2024-12-16 16:00:00,Completed,Manager_B,Klagenfurt,Austria,DPD Austria,2024-12-21
SC1-00368,Waldorf Rainbow Stacker,1,34.5,Website,2024-12-17 08:00:00,Awaiting Review,Manager_B,Feldkirch,Austria,DPD Austria,
SC1-00369,Silicone Building Blocks,1,24.5,Website,2024-12-17 20:00:00,Completed,Manager_B,Innsbruck,Austria,Österreichische Post,2024-12-22
