order_id,product_name,quantity,price_pln,channel,order_date,status,manager,city,country,delivery_service,delivery_date
SC2-00172,Creatine Monohydrate 500g,1,49.5,Facebook Shop,2023-10-18 22:00:00,Completed,Manager_A,Warsaw,Poland,DPD Poland,2023-10-22
SC2-00173,Shaker Bottle 700ml,1,21.0,Instagram,2023-10-19 19:00:00,New,Manager_B,Lublin,Poland,InPost Paczkomat,
SC2-00174,BCAA 2:1:1 Powder 400g,3,222.0,Website,2023-10-20 06:00:00,Completed,Manager_B,Warsaw,Poland,InPost Paczkomat,2023-10-26
SC2-00175,Collagen Peptides 300g,2,149.0,Website,2023-10-20 16:00:00,Completed,Manager_A,Gdansk,Poland,DPD Poland,2023-10-22
SC2-00176,Whey Protein Concentrate 1kg Vanilla,1,104.0,Website,2023-10-21 10:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2023-10-22
SC2-00177,BCAA 2:1:1 Powder 400g,2,129.0,Website,2023-10-21 18:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2023-10-24
SC2-00178,Omega-3 Fish Oil 90 capsules,1,38.0,Instagram,2023-10-22 09:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2023-10-28
SC2-00179,Magnesium Complex 60 caps,1,26.0,Website,2023-10-22 17:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2023-10-28
SC2-00180,Vitamin D3+K2 60 caps,2,56.0,Instagram,2023-10-23 11:00:00,Completed,Manager_C,Warsaw,Poland,InPost Paczkomat,2023-10-28
SC2-00181,Vitamin D3+K2 60 caps,3,73.5,Instagram,2023-10-24 00:00:00,Completed,Manager_B,Lublin,Poland,InPost Paczkomat,2023-10-29
SC2-00182,Vitamin D3+K2 60 caps,2,57.0,Website,2023-10-24 05:00:00,Completed,Manager_A,Gdansk,Poland,DPD Poland,2023-10-26
SC2-00183,Resistance Band Set 5pcs,3,138.0,Instagram,2023-10-24 22:00:00,Completed,Manager_B,Warsaw,Poland,DPD Poland,2023-10-28
SC2-00184,Pre-Workout Energy Powder 300g,1,67.5,Instagram,2023-10-25 17:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2023-10-29
SC2-00185,Shaker Bottle 700ml,3,66.0,Website,2023-10-26 00:00:00,Completed,Manager_B,Lublin,Poland,InPost Paczkomat,2023-11-01
SC2-00186,Shaker Bottle 700ml,3,45.0,Instagram,2023-10-26 23:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2023-10-27
SC2-00187,Collagen Peptides 300g,1,77.5,Instagram,2023-10-27 04:00:00,Completed,Manager_A,Lublin,Poland,InPost Paczkomat,2023-11-02
SC2-00188,Vitamin D3+K2 60 caps,1,30.0,Instagram,2023-10-27 06:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2023-10-29
SC2-00189,Gym Bag Medium,1,66.5,Instagram,2023-10-27 11:00:00,Completed,Manager_C,Krakow,Poland,Poczta Polska,2023-10-30
SC2-00190,Shaker Bottle 700ml,2,35.0,Website,2023-10-28 03:00:00,Completed,Manager_C,Bydgoszcz,Poland,DPD Poland,2023-10-31
SC2-00191,Collagen Peptides 300g,1,66.5,Facebook Shop,2023-10-28 12:00:00,Completed,Manager_A,Katowice,Poland,InPost Paczkomat,2023-11-01
SC2-00192,Magnesium Complex 60 caps,3,99.0,Website,2023-10-28 17:00:00,Awaiting Payment,Manager_A,Lodz,Poland,InPost Paczkomat,
SC2-00193,Omega-3 Fish Oil 90 capsules,3,102.0,Website,2023-10-31 01:00:00,Completed,Manager_C,Katowice,Poland,DPD Poland,2023-11-02
SC2-00194,Creatine Monohydrate 500g,1,60.0,Website,2023-11-04 14:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2023-11-05
SC2-00195,Omega-3 Fish Oil 90 capsules,1,43.5,Website,2023-11-05 12:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2023-11-06
SC2-00196,Gym Bag Medium,2,137.0,Instagram,2023-11-06 23:00:00,Completed,Manager_A,Bydgoszcz,Poland,InPost Paczkomat,2023-11-12
SC2-00197,Whey Protein Concentrate 1kg Vanilla,1,127.5,Website,2023-11-09 17:00:00,Completed,Manager_C,Poznan,Poland,DPD Poland,2023-11-14
SC2-00198,Pre-Workout Energy Powder 300g,1,67.0,Website,2023-11-11 20:00:00,Cancelled,Manager_C,Katowice,Poland,DPD Poland,
SC2-00199,Magnesium Complex 60 caps,1,26.0,Facebook Shop,2023-11-16 19:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2023-11-19
SC2-00200,Creatine Monohydrate 500g,1,68.5,Facebook Shop,2023-11-19 08:00:00,New,Manager_A,Gdansk,Poland,InPost Paczkomat,
SC2-00201,Whey Protein Concentrate 1kg Chocolate,1,102.5,Website,2023-11-19 16:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2023-11-25
SC2-00202,Magnesium Complex 60 caps,2,53.0,Website,2023-11-20 18:00:00,Completed,Manager_A,Gdansk,Poland,DPD Poland,2023-11-21
SC2-00203,Creatine Monohydrate 500g,1,60.0,Website,2023-11-24 14:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2023-11-27
SC2-00204,Gym Bag Medium,3,204.0,Website,2023-11-28 06:00:00,Completed,Manager_B,Gdansk,Poland,DPD Poland,2023-11-30
SC2-00205,Magnesium Complex 60 caps,1,33.0,Website,2023-12-01 05:00:00,Completed,Manager_B,Gdansk,Poland,InPost Paczkomat,2023-12-06
SC2-00206,Whey Protein Concentrate 1kg Vanilla,3,376.5,Facebook Shop,2023-12-02 01:00:00,Completed,Manager_C,Gdansk,Poland,InPost Paczkomat,2023-12-04
SC2-00207,Resistance Band Set 5pcs,1,44.0,Website,2023-12-04 03:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2023-12-05
SC2-00208,Vitamin D3+K2 60 caps,1,22.0,Website,2023-12-09 13:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2023-12-13
SC2-00209,Shaker Bottle 700ml,2,35.0,Website,2023-12-12 23:00:00,Completed,Manager_B,Szczecin,Poland,DPD Poland,2023-12-15
SC2-00210,BCAA 2:1:1 Powder 400g,1,69.5,Website,2023-12-14 13:00:00,Completed,Manager_C,Krakow,Poland,InPost Paczkomat,2023-12-16
SC2-00211,Whey Protein Concentrate 1kg Chocolate,1,112.5,Website,2023-12-16 08:00:00,Completed,Manager_A,Szczecin,Poland,DPD Poland,2023-12-17
SC2-00212,Magnesium Complex 60 caps,1,28.0,Website,2023-12-17 18:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2023-12-19
SC2-00213,Shaker Bottle 700ml,2,43.0,Instagram,2023-12-20 10:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2023-12-23
SC2-00214,BCAA 2:1:1 Powder 400g,2,134.0,Website,2023-12-22 03:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2023-12-23
SC2-00215,Magnesium Complex 60 caps,3,94.5,Facebook Shop,2023-12-22 09:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2023-12-23
SC2-00216,BCAA 2:1:1 Powder 400g,1,53.0,Website,2023-12-24 04:00:00,Completed,Manager_C,Warsaw,Poland,DPD Poland,2023-12-30
SC2-00217,BCAA 2:1:1 Powder 400g,2,105.0,Facebook Shop,2023-12-26 20:00:00,Completed,Manager_A,Katowice,Poland,InPost Paczkomat,2023-12-27
SC2-00218,Omega-3 Fish Oil 90 capsules,1,35.0,Website,2023-12-27 03:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2023-12-31
SC2-00219,Whey Protein Concentrate 1kg Vanilla,1,90.5,Website,2023-12-28 06:00:00,Completed,Manager_C,Lublin,Poland,InPost Paczkomat,2023-12-31
SC2-00220,Omega-3 Fish Oil 90 capsules,1,29.5,Website,2023-12-28 13:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2023-12-29
SC2-00221,Magnesium Complex 60 caps,2,68.0,Instagram,2023-12-28 15:00:00,Completed,Manager_B,Szczecin,Poland,InPost Paczkomat,2024-01-03
SC2-00222,Vitamin D3+K2 60 caps,3,78.0,Instagram,2023-12-28 16:00:00,Completed,Manager_B,Lublin,Poland,InPost Paczkomat,2024-01-03
SC2-00223,Omega-3 Fish Oil 90 capsules,3,112.5,Instagram,2023-12-29 01:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-01-01
SC2-00224,Vitamin D3+K2 60 caps,1,20.0,Instagram,2023-12-31 05:00:00,Completed,Manager_A,Bydgoszcz,Poland,Poczta Polska,2024-01-01
SC2-00225,Collagen Peptides 300g,1,55.0,Instagram,2023-12-31 14:00:00,Completed,Manager_B,Gdansk,Poland,InPost Paczkomat,2024-01-01
SC2-00226,Omega-3 Fish Oil 90 capsules,2,70.0,Website,2024-01-01 10:00:00,Completed,Manager_A,Szczecin,Poland,Poczta Polska,2024-01-03
SC2-00227,Magnesium Complex 60 caps,1,25.5,Website,2024-01-02 04:00:00,Completed,Manager_B,Wroclaw,Poland,DPD Poland,2024-01-05
SC2-00228,Resistance Band Set 5pcs,2,99.0,Website,2024-01-02 23:00:00,Completed,Manager_B,Bydgoszcz,Poland,DPD Poland,2024-01-07
SC2-00229,Vitamin D3+K2 60 caps,1,21.5,Website,2024-01-03 22:00:00,Completed,Manager_C,Warsaw,Poland,InPost Paczkomat,2024-01-06
SC2-00230,Gym Bag Medium,3,196.5,Website,2024-01-04 01:00:00,Completed,Manager_C,Bydgoszcz,Poland,Poczta Polska,2024-01-07
SC2-00231,Vitamin D3+K2 60 caps,1,28.0,Instagram,2024-01-04 11:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-01-07
SC2-00232,Shaker Bottle 700ml,1,16.5,Instagram,2024-01-06 01:00:00,Completed,Manager_A,Lublin,Poland,Poczta Polska,2024-01-10
SC2-00233,Gym Bag Medium,1,67.5,Instagram,2024-01-06 05:00:00,Completed,Manager_A,Wroclaw,Poland,Poczta Polska,2024-01-09
SC2-00234,Whey Protein Concentrate 1kg Chocolate,1,116.0,Instagram,2024-01-07 04:00:00,Completed,Manager_B,Krakow,Poland,InPost Paczkomat,2024-01-08
SC2-00235,Whey Protein Concentrate 1kg Chocolate,2,237.0,Website,2024-01-08 12:00:00,Completed,Manager_A,Szczecin,Poland,Poczta Polska,2024-01-09
SC2-00236,Creatine Monohydrate 500g,1,66.0,Facebook Shop,2024-01-09 19:00:00,New,Manager_C,Warsaw,Poland,InPost Paczkomat,
SC2-00237,Collagen Peptides 300g,1,70.5,Website,2024-01-10 05:00:00,Completed,Manager_B,Bydgoszcz,Poland,DPD Poland,2024-01-13
SC2-00238,Omega-3 Fish Oil 90 capsules,3,94.5,Instagram,2024-01-11 11:00:00,Completed,Manager_B,Gdansk,Poland,InPost Paczkomat,2024-01-15
SC2-00239,Collagen Peptides 300g,1,76.5,Website,2024-01-11 21:00:00,Completed,Manager_B,Lublin,Poland,InPost Paczkomat,2024-01-16
SC2-00240,BCAA 2:1:1 Powder 400g,1,54.5,Facebook Shop,2024-01-12 12:00:00,New,Manager_A,Lublin,Poland,InPost Paczkomat,
SC2-00241,Shaker Bottle 700ml,1,20.0,Facebook Shop,2024-01-12 21:00:00,New,Manager_B,Warsaw,Poland,InPost Paczkomat,
SC2-00242,Whey Protein Concentrate 1kg Vanilla,3,346.5,Website,2024-01-14 03:00:00,Completed,Manager_A,Wroclaw,Poland,DPD Poland,2024-01-16
SC2-00243,Creatine Monohydrate 500g,1,53.5,Website,2024-01-14 13:00:00,Completed,Manager_C,Krakow,Poland,InPost Paczkomat,2024-01-20
SC2-00244,Whey Protein Concentrate 1kg Vanilla,1,104.0,Website,2024-01-14 17:00:00,Completed,Manager_C,Wroclaw,Poland,InPost Paczkomat,2024-01-15
SC2-00245,Whey Protein Concentrate 1kg Chocolate,1,122.5,Website,2024-01-14 23:00:00,Completed,Manager_B,Lodz,Poland,DPD Poland,2024-01-16
SC2-00246,Resistance Band Set 5pcs,1,58.0,Website,2024-01-16 13:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-01-18
SC2-00247,Creatine Monohydrate 500g,3,145.5,Website,2024-01-16 19:00:00,Completed,Manager_B,Bydgoszcz,Poland,Poczta Polska,2024-01-22
SC2-00248,Pre-Workout Energy Powder 300g,1,80.0,Website,2024-01-17 02:00:00,New,Manager_B,Krakow,Poland,InPost Paczkomat,
SC2-00249,Shaker Bottle 700ml,2,33.0,Website,2024-01-17 18:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-01-23
SC2-00250,Vitamin D3+K2 60 caps,2,54.0,Website,2024-01-18 01:00:00,Completed,Manager_C,Katowice,Poland,InPost Paczkomat,2024-01-20
SC2-00251,Collagen Peptides 300g,1,66.0,Instagram,2024-01-18 17:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-01-24
SC2-00252,Magnesium Complex 60 caps,1,28.0,Instagram,2024-01-19 11:00:00,Completed,Manager_C,Krakow,Poland,InPost Paczkomat,2024-01-20
SC2-00253,Vitamin D3+K2 60 caps,1,22.0,Website,2024-01-19 12:00:00,Completed,Manager_B,Poznan,Poland,InPost Paczkomat,2024-01-23
SC2-00254,Omega-3 Fish Oil 90 capsules,1,37.5,Facebook Shop,2024-01-20 18:00:00,Completed,Manager_B,Wroclaw,Poland,InPost Paczkomat,2024-01-23
SC2-00255,Whey Protein Concentrate 1kg Vanilla,1,94.0,Website,2024-01-21 03:00:00,Completed,Manager_C,Warsaw,Poland,Poczta Polska,2024-01-25
SC2-00256,Gym Bag Medium,3,160.5,Website,2024-01-21 11:00:00,Completed,Manager_C,Lublin,Poland,Poczta Polska,2024-01-24
SC2-00257,Shaker Bottle 700ml,1,16.5,Instagram,2024-01-21 13:00:00,Completed,Manager_C,Gdansk,Poland,InPost Paczkomat,2024-01-23
SC2-00258,Omega-3 Fish Oil 90 capsules,2,75.0,Instagram,2024-01-22 03:00:00,Completed,Manager_B,Krakow,Poland,InPost Paczkomat,2024-01-28
SC2-00259,Gym Bag Medium,2,113.0,Website,2024-01-23 23:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-01-28
SC2-00260,Whey Protein Concentrate 1kg Chocolate,2,184.0,Instagram,2024-01-24 07:00:00,Completed,Manager_B,Katowice,Poland,InPost Paczkomat,2024-01-26
SC2-00261,Magnesium Complex 60 caps,1,36.0,Website,2024-01-24 22:00:00,Completed,Manager_C,Gdansk,Poland,InPost Paczkomat,2024-01-28
SC2-00262,Omega-3 Fish Oil 90 capsules,1,34.0,Instagram,2024-01-25 07:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2024-01-29
SC2-00263,Vitamin D3+K2 60 caps,1,23.5,Website,2024-01-26 03:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2024-01-31
SC2-00264,Creatine Monohydrate 500g,1,65.0,Facebook Shop,2024-01-26 04:00:00,Completed,Manager_B,Wroclaw,Poland,Poczta Polska,2024-01-27
SC2-00265,Magnesium Complex 60 caps,3,105.0,Website,2024-01-27 03:00:00,Completed,Manager_C,Gdansk,Poland,DPD Poland,2024-02-01
SC2-00266,Pre-Workout Energy Powder 300g,1,60.0,Website,2024-01-27 10:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-01-28
SC2-00267,Omega-3 Fish Oil 90 capsules,1,33.0,Website,2024-01-28 06:00:00,Completed,Manager_B,Gdansk,Poland,InPost Paczkomat,2024-01-31
SC2-00268,Creatine Monohydrate 500g,2,96.0,Website,2024-01-28 11:00:00,Completed,Manager_C,Bydgoszcz,Poland,DPD Poland,2024-02-03
SC2-00269,Whey Protein Concentrate 1kg Chocolate,1,96.5,Website,2024-01-30 03:00:00,New,Manager_A,Gdansk,Poland,DPD Poland,
SC2-00270,Gym Bag Medium,1,53.5,Website,2024-01-30 09:00:00,New,Manager_B,Poznan,Poland,InPost Paczkomat,
SC2-00271,Resistance Band Set 5pcs,1,52.5,Instagram,2024-01-30 20:00:00,Cancelled,Manager_C,Poznan,Poland,DPD Poland,
SC2-00272,Whey Protein Concentrate 1kg Vanilla,1,89.5,Website,2024-02-01 09:00:00,Completed,Manager_C,Bydgoszcz,Poland,DPD Poland,2024-02-07
SC2-00273,Vitamin D3+K2 60 caps,1,26.5,Website,2024-02-02 01:00:00,New,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,
SC2-00274,Pre-Workout Energy Powder 300g,1,75.0,Website,2024-02-02 03:00:00,Completed,Manager_C,Gdansk,Poland,DPD Poland,2024-02-05
SC2-00275,Whey Protein Concentrate 1kg Vanilla,3,370.5,Website,2024-02-03 23:00:00,Completed,Manager_B,Bydgoszcz,Poland,InPost Paczkomat,2024-02-05
SC2-00276,Magnesium Complex 60 caps,1,29.0,Instagram,2024-02-04 03:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-02-07
SC2-00277,Gym Bag Medium,1,69.5,Facebook Shop,2024-02-05 22:00:00,Completed,Manager_C,Szczecin,Poland,InPost Paczkomat,2024-02-11
SC2-00278,Omega-3 Fish Oil 90 capsules,3,120.0,Website,2024-02-07 03:00:00,New,Manager_B,Poznan,Poland,InPost Paczkomat,
SC2-00279,Gym Bag Medium,1,64.5,Website,2024-02-07 15:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-02-11
SC2-00280,Vitamin D3+K2 60 caps,1,21.0,Website,2024-02-08 12:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-02-13
SC2-00281,Whey Protein Concentrate 1kg Chocolate,2,198.0,Website,2024-02-08 14:00:00,Completed,Manager_A,Krakow,Poland,DPD Poland,2024-02-09
SC2-00282,Resistance Band Set 5pcs,1,49.0,Website,2024-02-11 17:00:00,Completed,Manager_A,Katowice,Poland,DPD Poland,2024-02-15
SC2-00283,Whey Protein Concentrate 1kg Chocolate,1,92.5,Website,2024-02-13 00:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-02-18
SC2-00284,Vitamin D3+K2 60 caps,1,25.0,Website,2024-02-14 00:00:00,Completed,Manager_C,Szczecin,Poland,DPD Poland,2024-02-16
SC2-00285,Omega-3 Fish Oil 90 capsules,1,35.5,Instagram,2024-02-15 09:00:00,Completed,Manager_B,Wroclaw,Poland,InPost Paczkomat,2024-02-17
SC2-00286,BCAA 2:1:1 Powder 400g,1,65.5,Instagram,2024-02-17 05:00:00,Completed,Manager_B,Warsaw,Poland,DPD Poland,2024-02-22
SC2-00287,Vitamin D3+K2 60 caps,1,24.0,Facebook Shop,2024-02-19 02:00:00,Completed,Manager_B,Lublin,Poland,InPost Paczkomat,2024-02-20
SC2-00288,Whey Protein Concentrate 1kg Chocolate,1,96.5,Website,2024-02-19 08:00:00,Completed,Manager_A,Wroclaw,Poland,DPD Poland,2024-02-21
SC2-00289,Whey Protein Concentrate 1kg Vanilla,1,105.0,Website,2024-02-19 21:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-02-25
SC2-00290,Shaker Bottle 700ml,1,18.5,Instagram,2024-02-20 09:00:00,Completed,Manager_C,Krakow,Poland,Poczta Polska,2024-02-26
SC2-00291,Whey Protein Concentrate 1kg Chocolate,3,313.5,Website,2024-02-21 05:00:00,Completed,Manager_A,Bydgoszcz,Poland,InPost Paczkomat,2024-02-26
SC2-00292,Resistance Band Set 5pcs,3,130.5,Website,2024-02-21 22:00:00,Completed,Manager_A,Lodz,Poland,DPD Poland,2024-02-27
SC2-00293,Pre-Workout Energy Powder 300g,1,81.0,Instagram,2024-02-23 09:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-02-27
SC2-00294,Vitamin D3+K2 60 caps,2,52.0,Facebook Shop,2024-02-23 21:00:00,Completed,Manager_C,Gdansk,Poland,DPD Poland,2024-02-29
SC2-00295,Collagen Peptides 300g,2,139.0,Instagram,2024-02-24 17:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-02-25
SC2-00296,Resistance Band Set 5pcs,3,162.0,Instagram,2024-02-26 03:00:00,Completed,Manager_B,Warsaw,Poland,Poczta Polska,2024-03-01
SC2-00297,Resistance Band Set 5pcs,2,80.0,Website,2024-02-27 06:00:00,New,Manager_B,Szczecin,Poland,InPost Paczkomat,
SC2-00298,Collagen Peptides 300g,1,56.5,Website,2024-02-27 14:00:00,Completed,Manager_A,Szczecin,Poland,Poczta Polska,2024-03-02
SC2-00299,Gym Bag Medium,1,61.0,Website,2024-03-01 01:00:00,New,Manager_C,Gdansk,Poland,InPost Paczkomat,
SC2-00300,Resistance Band Set 5pcs,1,57.0,Website,2024-03-02 16:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-03-03
SC2-00301,Magnesium Complex 60 caps,1,31.0,Website,2024-03-05 22:00:00,Completed,Manager_C,Wroclaw,Poland,DPD Poland,2024-03-08
SC2-00302,Gym Bag Medium,1,58.0,Website,2024-03-07 13:00:00,Completed,Manager_B,Warsaw,Poland,InPost Paczkomat,2024-03-12
SC2-00303,Resistance Band Set 5pcs,3,166.5,Website,2024-03-10 14:00:00,Completed,Manager_B,Lodz,Poland,DPD Poland,2024-03-16
SC2-00304,Whey Protein Concentrate 1kg Chocolate,2,226.0,Facebook Shop,2024-03-11 05:00:00,Completed,Manager_C,Lodz,Poland,InPost Paczkomat,2024-03-15
SC2-00305,Resistance Band Set 5pcs,1,48.0,Website,2024-03-13 05:00:00,New,Manager_C,Katowice,Poland,InPost Paczkomat,
SC2-00306,Omega-3 Fish Oil 90 capsules,1,32.5,Website,2024-03-15 12:00:00,Completed,Manager_A,Poznan,Poland,InPost Paczkomat,2024-03-19
SC2-00307,Resistance Band Set 5pcs,1,42.0,Website,2024-03-17 21:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2024-03-19
SC2-00308,Vitamin D3+K2 60 caps,1,28.0,Facebook Shop,2024-03-18 22:00:00,Completed,Manager_A,Szczecin,Poland,InPost Paczkomat,2024-03-24
SC2-00309,BCAA 2:1:1 Powder 400g,1,70.0,Instagram,2024-03-19 06:00:00,Completed,Manager_A,Wroclaw,Poland,DPD Poland,2024-03-23
SC2-00310,Omega-3 Fish Oil 90 capsules,3,117.0,Instagram,2024-03-19 18:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-03-21
SC2-00311,Omega-3 Fish Oil 90 capsules,1,36.5,Instagram,2024-03-20 05:00:00,Completed,Manager_A,Lodz,Poland,Poczta Polska,2024-03-26
SC2-00312,Collagen Peptides 300g,3,232.5,Website,2024-03-21 15:00:00,Cancelled,Manager_B,Gdansk,Poland,DPD Poland,
SC2-00313,Gym Bag Medium,1,61.0,Website,2024-03-21 21:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-03-26
SC2-00314,Omega-3 Fish Oil 90 capsules,1,34.0,Website,2024-03-22 13:00:00,Completed,Manager_A,Warsaw,Poland,InPost Paczkomat,2024-03-27
SC2-00315,Resistance Band Set 5pcs,1,54.5,Website,2024-03-22 15:00:00,Completed,Manager_B,Lublin,Poland,DPD Poland,2024-03-27
SC2-00316,Gym Bag Medium,3,163.5,Website,2024-03-23 18:00:00,Completed,Manager_C,Lodz,Poland,DPD Poland,2024-03-25
SC2-00317,Gym Bag Medium,1,52.5,Instagram,2024-03-24 02:00:00,Cancelled,Manager_A,Warsaw,Poland,InPost Paczkomat,
SC2-00318,Shaker Bottle 700ml,1,16.0,Website,2024-03-25 17:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-03-30
SC2-00319,Collagen Peptides 300g,3,195.0,Website,2024-03-26 05:00:00,Completed,Manager_C,Poznan,Poland,InPost Paczkomat,2024-03-31
SC2-00320,Whey Protein Concentrate 1kg Chocolate,1,113.5,Instagram,2024-03-29 03:00:00,Completed,Manager_A,Krakow,Poland,InPost Paczkomat,2024-04-01
SC2-00321,Vitamin D3+K2 60 caps,1,20.5,Instagram,2024-03-31 16:00:00,Completed,Manager_B,Lublin,Poland,DPD Poland,2024-04-02
SC2-00322,Vitamin D3+K2 60 caps,1,28.0,Facebook Shop,2024-04-01 07:00:00,Awaiting Payment,Manager_A,Poznan,Poland,InPost Paczkomat,
SC2-00323,Whey Protein Concentrate 1kg Vanilla,1,94.0,Instagram,2024-04-02 16:00:00,Completed,Manager_A,Gdansk,Poland,InPost Paczkomat,2024-04-04
SC2-00324,Whey Protein Concentrate 1kg Vanilla,3,369.0,Instagram,2024-04-04 20:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-04-08
SC2-00325,Gym Bag Medium,1,55.0,Instagram,2024-04-09 03:00:00,Completed,Manager_B,Gdansk,Poland,InPost Paczkomat,2024-04-10
SC2-00326,Magnesium Complex 60 caps,2,49.0,Website,2024-04-10 08:00:00,Completed,Manager_C,Katowice,Poland,InPost Paczkomat,2024-04-15
SC2-00327,BCAA 2:1:1 Powder 400g,1,70.0,Instagram,2024-04-11 03:00:00,Completed,Manager_B,Lodz,Poland,InPost Paczkomat,2024-04-17
SC2-00328,Vitamin D3+K2 60 caps,1,30.0,Facebook Shop,2024-04-11 04:00:00,Completed,Manager_C,Warsaw,Poland,DPD Poland,2024-04-12
SC2-00329,Resistance Band Set 5pcs,1,41.5,Instagram,2024-04-11 13:00:00,Completed,Manager_A,Lodz,Poland,InPost Paczkomat,2024-04-13
SC2-00330,Resistance Band Set 5pcs,1,44.0,Facebook Shop,2024-04-12 05:00:00,Completed,Manager_B,Katowice,Poland,InPost Paczkomat,2024-04-18
SC2-00331,Creatine Monohydrate 500g,1,68.0,Website,2024-04-15 12:00:00,Awaiting Payment,Manager_A,Gdansk,Poland,InPost Paczkomat,
SC2-00332,Shaker Bottle 700ml,1,19.5,Website,2024-04-18 02:00:00,Completed,Manager_B,Krakow,Poland,InPost Paczkomat,2024-04-23
SC2-00333,Resistance Band Set 5pcs,1,45.0,Instagram,2024-04-18 17:00:00,Completed,Manager_C,Warsaw,Poland,InPost Paczkomat,2024-04-20
SC2-00334,Shaker Bottle 700ml,3,43.5,Facebook Shop,2024-04-20 10:00:00,Completed,Manager_C,Bydgoszcz,Poland,InPost Paczkomat,2024-04-24
SC2-00335,Whey Protein Concentrate 1kg Vanilla,1,121.0,Website,2024-04-22 16:00:00,Completed,Manager_A,Gdansk,Poland,Poczta Polska,2024-04-23
SC2-00336,Creatine Monohydrate 500g,1,49.5,Website,2024-04-24 00:00:00,New,Manager_B,Warsaw,Poland,InPost Paczkomat,
SC2-00337,BCAA 2:1:1 Powder 400g,1,69.0,Instagram,2024-04-24 04:00:00,New,Manager_B,Gdansk,Poland,InPost Paczkomat,
SC2-00338,Gym Bag Medium,3,184.5,Website,2024-04-24 21:00:00,Completed,Manager_C,Katowice,Poland,InPost Paczkomat,2024-04-28
SC2-00339,Pre-Workout Energy Powder 300g,1,66.0,Website,2024-04-25 02:00:00,Completed,Manager_A,Wroclaw,Poland,InPost Paczkomat,2024-04-28
SC2-00340,Magnesium Complex 60 caps,1,26.5,Website,2024-04-30 23:00:00,Completed,Manager_B,Wroclaw,Poland,DPD Poland,2024-05-04
SC2-00341,Omega-3 Fish Oil 90 capsules,1,36.0,Instagram,2024-05-06 03:00:00,Completed,Manager_C,Lublin,Poland,DPD Poland,2024-05-12
SC2-00342,Vitamin D3+K2 60 caps,2,39.0,Website,2024-05-06 06:00:00,Completed,Manager_C,Lublin,Poland,InPost Paczkomat,2024-05-09
SC2-00343,BCAA 2:1:1 Powder 400g,1,73.0,Instagram,2024-05-09 17:00:00,Completed,Manager_A,Warsaw,Poland,DPD Poland,2024-05-13
